Date,EUR
2009. may 8.,278.71
2009. may 11.,279.17
2009. may 12.,279.56
2009. may 13.,279.36
2009. may 14.,287.76
2009. may 15.,288.02
2009. may 18.,287.13
2009. may 19.,277.83
2009. may 20.,276.85
2009. may 21.,278
2009. may 22.,278.73
2009. may 25.,280.94
2009. may 26.,282.6
2009. may 27.,280.8
2009. may 28.,285.2
2009. may 29.,281.56
2009. june 2.,281.78
2009. june 3.,280.42
2009. june 4.,286.05
2009. june 5.,288.4
2009. june 8.,286.94
2009. june 9.,283.9
2009. june 10.,278.79
2009. june 11.,279.77
2009. june 12.,277.3
2009. june 15.,278.81
2009. june 16.,280.98
2009. june 17.,281.71
2009. june 18.,283.63
2009. june 19.,281.05
2009. june 22.,278.18
2009. june 23.,282.09
2009. june 24.,280.66
2009. june 25.,277.2
2009. june 26.,275.72
2009. june 29.,276.36
2009. june 30.,272.43
2009. july 1.,270.69
2009. july 2.,269.25
2009. july 3.,271.22
2009. july 6.,274.35
2009. july 7.,273.2
2009. july 8.,278
2009. july 9.,275.68
2009. july 10.,276.85
2009. july 13.,278.74
2009. july 14.,275.37
2009. july 15.,272.76
2009. july 16.,274
2009. july 17.,273.43
2009. july 20.,273.85
2009. july 21.,272.72
2009. july 22.,271.83
2009. july 23.,271.23
2009. july 24.,267.93
2009. july 27.,266.84
2009. july 28.,266.15
2009. july 29.,269.8
2009. july 30.,268.18
2009. july 31.,266.43
2009. august 3.,265.71
2009. august 4.,266.07
2009. august 5.,266.87
2009. august 6.,268.32
2009. august 7.,271.87
2009. august 10.,268.52
2009. august 11.,269.92
2009. august 12.,274.59
2009. august 13.,268.63
2009. august 14.,268.73
2009. august 17.,274.05
2009. august 18.,273.21
2009. august 19.,273.68
2009. august 24.,268.53
2009. august 25.,268.14
2009. august 26.,266.95
2009. august 27.,268.91
2009. august 28.,269.45
2009. august 31.,272.02
2009. september 1.,273.96
2009. september 2.,276.32
2009. september 3.,274.87
2009. september 4.,274.12
2009. september 7.,272.13
2009. september 8.,272.01
2009. september 9.,270.75
2009. september 10.,272.82
2009. september 11.,272.55
2009. september 14.,274.81
2009. september 15.,272.87
2009. september 16.,270.21
2009. september 17.,270.04
2009. september 18.,271.35
2009. september 21.,271.61
2009. september 22.,271.21
2009. september 23.,270.99
2009. september 24.,271.05
2009. september 25.,270.87
2009. september 28.,269.99
2009. september 29.,269.48
2009. september 30.,270.36
2009. october 1.,269.92
2009. october 2.,270.55
2009. october 5.,267.38
2009. october 6.,266.73
2009. october 7.,267.66
2009. october 8.,270.64
2009. october 9.,271.3
2009. october 12.,269.83
2009. october 13.,268.52
2009. october 14.,267.67
2009. october 15.,267.12
2009. october 16.,267.65
2009. october 19.,266.99
2009. october 20.,265.06
2009. october 21.,264.17
2009. october 22.,266.31
2009. october 26.,267.06
2009. october 27.,268.82
2009. october 28.,272.04
2009. october 29.,273.83
2009. october 30.,272.5
2009. november 2.,275.03
2009. november 3.,279.13
2009. november 4.,277.18
2009. november 5.,277.17
2009. november 6.,274.22
2009. november 9.,272.92
2009. november 10.,272.14
2009. november 11.,269.35
2009. november 12.,270.2
2009. november 13.,269.06
2009. november 16.,267.67
2009. november 17.,265.75
2009. november 18.,265.03
2009. november 19.,267.43
2009. november 20.,268.93
2009. november 23.,268.07
2009. november 24.,268.3
2009. november 25.,267.62
2009. november 26.,270.45
2009. november 27.,272.55
2009. november 30.,272.29
2009. december 1.,272.88
2009. december 2.,270.31
2009. december 3.,269.08
2009. december 4.,269.75
2009. december 7.,269.45
2009. december 8.,269.63
2009. december 9.,273.96
2009. december 10.,274.31
2009. december 11.,273.03
2009. december 14.,272.45
2009. december 15.,275.92
2009. december 16.,277.26
2009. december 17.,278.35
2009. december 18.,276.58
2009. december 21.,276.09
2009. december 22.,273.51
2009. december 23.,273.89
2009. december 28.,273.23
2009. december 29.,272.39
2009. december 30.,271.83
2009. december 31.,270.84
2010. january 4.,269.5
2010. january 5.,268.56
2010. january 6.,269.32
2010. january 7.,269.32
2010. january 8.,269.15
2010. january 11.,267.18
2010. january 12.,267.57
2010. january 13.,267.05
2010. january 14.,267.05
2010. january 15.,266.51
2010. january 18.,267.73
2010. january 19.,267.76
2010. january 20.,268.35
2010. january 21.,271.74
2010. january 22.,271.12
2010. january 25.,270.5
2010. january 26.,273.43
2010. january 27.,272.21
2010. january 28.,271.56
2010. january 29.,270.9
2010. february 1.,270.71
2010. february 2.,269.24
2010. february 3.,269.57
2010. february 4.,272.78
2010. february 5.,274.13
2010. february 8.,273.1
2010. february 9.,272.03
2010. february 10.,270.62
2010. february 11.,271.34
2010. february 12.,271.52
2010. february 15.,272
2010. february 16.,271.83
2010. february 17.,271.35
2010. february 18.,271.4
2010. february 19.,271.48
2010. february 22.,270.28
2010. february 23.,269.53
2010. february 24.,270.63
2010. february 25.,270.1
2010. february 26.,270.19
2010. march 1.,269.33
2010. march 2.,268
2010. march 3.,266.79
2010. march 4.,266.61
2010. march 5.,266.79
2010. march 8.,266.25
2010. march 9.,267.21
2010. march 10.,267.2
2010. march 11.,266.82
2010. march 12.,265.99
2010. march 16.,264.31
2010. march 17.,262.78
2010. march 18.,261.6
2010. march 19.,262.46
2010. march 22.,264.73
2010. march 23.,264.01
2010. march 24.,263.69
2010. march 25.,264.14
2010. march 26.,264.82
2010. march 29.,265.65
2010. march 30.,265.35
2010. march 31.,266.39
2010. april 1.,264.99
2010. april 2.,265.24
2010. april 6.,265.48
2010. april 7.,265.37
2010. april 8.,268.13
2010. april 9.,266.58
2010. april 12.,265.21
2010. april 13.,264.98
2010. april 14.,263.41
2010. april 15.,263.63
2010. april 16.,263.17
2010. april 19.,265.27
2010. april 20.,265.15
2010. april 21.,263.9
2010. april 22.,263.55
2010. april 23.,265.15
2010. april 26.,262.91
2010. april 27.,265.11
2010. april 28.,272.32
2010. april 29.,268.45
2010. april 30.,266.28
2010. may 3.,267.88
2010. may 4.,270.75
2010. may 5.,276.63
2010. may 6.,277.47
2010. may 7.,281.99
2010. may 10.,273.68
2010. may 11.,275.04
2010. may 12.,273.56
2010. may 13.,272.96
2010. may 14.,275.01
2010. may 17.,278.65
2010. may 18.,277.57
2010. may 19.,281.12
2010. may 20.,280.12
2010. may 21.,279.55
2010. may 25.,281.03
2010. may 26.,277.55
2010. may 27.,277.01
2010. may 28.,273.33
2010. may 31.,275.34
2010. june 1.,276.75
2010. june 2.,276.3
2010. june 3.,274.03
2010. june 4.,281.19
2010. june 7.,287.46
2010. june 8.,285.28
2010. june 9.,282.94
2010. june 10.,282.26
2010. june 11.,279.12
2010. june 14.,280.2
2010. june 15.,279.68
2010. june 16.,279.16
2010. june 17.,280.21
2010. june 18.,279.71
2010. june 21.,278.32
2010. june 22.,279.56
2010. june 23.,279.9
2010. june 24.,281.38
2010. june 25.,285.97
2010. june 28.,283.24
2010. june 29.,286.48
2010. june 30.,286.46
2010. july 1.,286.26
2010. july 2.,284.77
2010. july 5.,284.88
2010. july 6.,285.28
2010. july 7.,285.28
2010. july 8.,282.3
2010. july 9.,280.21
2010. july 12.,280.25
2010. july 13.,278.63
2010. july 14.,277.15
2010. july 15.,278.66
2010. july 16.,281.1
2010. july 19.,289.28
2010. july 20.,290.03
2010. july 21.,286.95
2010. july 22.,284.46
2010. july 23.,285.49
2010. july 26.,287.17
2010. july 27.,285.02
2010. july 28.,282.48
2010. july 29.,283.6
2010. july 30.,284.36
2010. august 2.,281.93
2010. august 3.,280.68
2010. august 4.,281.77
2010. august 5.,281.05
2010. august 6.,279.15
2010. august 9.,279.48
2010. august 10.,278.1
2010. august 11.,281.34
2010. august 12.,282.08
2010. august 13.,279.78
2010. august 16.,280.8
2010. august 17.,279.32
2010. august 18.,278.8
2010. august 19.,277.23
2010. august 23.,281.03
2010. august 24.,284.13
2010. august 25.,282.27
2010. august 26.,283.02
2010. august 27.,283.74
2010. august 30.,283.57
2010. august 31.,287.26
2010. september 1.,286.36
2010. september 2.,284.49
2010. september 3.,284.45
2010. september 6.,283.83
2010. september 7.,286.69
2010. september 8.,288.78
2010. september 9.,286.77
2010. september 10.,283.35
2010. september 13.,284
2010. september 14.,284.14
2010. september 15.,281.71
2010. september 16.,282.14
2010. september 17.,282.65
2010. september 20.,281.4
2010. september 21.,280.48
2010. september 22.,279.1
2010. september 23.,280.51
2010. september 24.,279.79
2010. september 27.,277.41
2010. september 28.,277.99
2010. september 29.,276.12
2010. september 30.,277.33
2010. october 1.,275.8
2010. october 4.,274.05
2010. october 5.,273.4
2010. october 6.,270.53
2010. october 7.,272.32
2010. october 8.,275.33
2010. october 11.,274.95
2010. october 12.,274.58
2010. october 13.,273.28
2010. october 14.,272.01
2010. october 15.,274.6
2010. october 18.,276.77
2010. october 19.,275.9
2010. october 20.,276.83
2010. october 21.,275.12
2010. october 22.,275.63
2010. october 25.,273.94
2010. october 26.,274.25
2010. october 27.,275.42
2010. october 28.,275.21
2010. october 29.,273.69
2010. november 2.,270.78
2010. november 3.,271.96
2010. november 4.,272.11
2010. november 5.,274.69
2010. november 8.,274.85
2010. november 9.,274.95
2010. november 10.,273.7
2010. november 11.,276.28
2010. november 12.,276.07
2010. november 15.,276.46
2010. november 16.,276.76
2010. november 17.,277.38
2010. november 18.,275.05
2010. november 19.,274.36
2010. november 22.,272.85
2010. november 23.,274.46
2010. november 24.,275.55
2010. november 25.,276.64
2010. november 26.,279.87
2010. november 29.,280.45
2010. november 30.,284.54
2010. december 1.,280.6
2010. december 2.,278.46
2010. december 3.,278.44
2010. december 6.,279.89
2010. december 7.,278.03
2010. december 8.,277.74
2010. december 9.,277.75
2010. december 10.,277.5
2010. december 13.,278.01
2010. december 14.,276.42
2010. december 15.,275.71
2010. december 16.,275.07
2010. december 17.,273.7
2010. december 20.,273.43
2010. december 21.,276.05
2010. december 22.,276.18
2010. december 23.,275.83
2010. december 27.,278.53
2010. december 28.,278.96
2010. december 29.,279.29
2010. december 30.,279.89
2010. december 31.,278.75
2011. january 3.,278.85
2011. january 4.,276.35
2011. january 5.,276.9
2011. january 6.,276.46
2011. january 7.,277.11
2011. january 10.,279.4
2011. january 11.,278.83
2011. january 12.,276.02
2011. january 13.,275.26
2011. january 14.,276
2011. january 17.,275.48
2011. january 18.,272.55
2011. january 19.,272.48
2011. january 20.,273.03
2011. january 21.,275.33
2011. january 24.,274.58
2011. january 25.,275.36
2011. january 26.,275.04
2011. january 27.,274.27
2011. january 28.,271.93
2011. january 31.,273.3
2011. february 1.,271.45
2011. february 2.,269.34
2011. february 3.,269.9
2011. february 4.,270.05
2011. february 7.,268.48
2011. february 8.,268.21
2011. february 9.,271.03
2011. february 10.,272.73
2011. february 11.,272.8
2011. february 14.,271.88
2011. february 15.,271.14
2011. february 16.,270.95
2011. february 17.,269.66
2011. february 18.,269.65
2011. february 21.,271.23
2011. february 22.,272.8
2011. february 23.,272.75
2011. february 24.,274.28
2011. february 25.,272.93
2011. february 28.,272.34
2011. march 1.,270.85
2011. march 2.,272.38
2011. march 3.,271.13
2011. march 4.,272.92
2011. march 7.,271.38
2011. march 8.,271.09
2011. march 9.,273.02
2011. march 10.,272.68
2011. march 11.,273.9
2011. march 16.,273.92
2011. march 17.,273.73
2011. march 18.,273.75
2011. march 21.,271.45
2011. march 22.,270.35
2011. march 23.,269.66
2011. march 24.,268.64
2011. march 25.,266.85
2011. march 28.,266.8
2011. march 29.,267.84
2011. march 30.,267.2
2011. march 31.,265.78
2011. april 1.,266.26
2011. april 4.,266.33
2011. april 5.,265.45
2011. april 6.,263.75
2011. april 7.,264.35
2011. april 8.,264.43
2011. april 11.,264.78
2011. april 12.,266.26
2011. april 13.,267.07
2011. april 14.,266.41
2011. april 15.,267.35
2011. april 18.,266.92
2011. april 19.,267.53
2011. april 20.,264.25
2011. april 21.,264.18
2011. april 22.,264.78
2011. april 26.,264.68
2011. april 27.,264.45
2011. april 28.,263.88
2011. april 29.,264.14
2011. may 2.,263.88
2011. may 3.,264.48
2011. may 4.,265.25
2011. may 5.,264.65
2011. may 6.,265.43
2011. may 9.,263.89
2011. may 10.,264.02
2011. may 11.,263.36
2011. may 12.,266.24
2011. may 13.,266.85
2011. may 16.,268.04
2011. may 17.,267.94
2011. may 18.,267.54
2011. may 19.,268.32
2011. may 20.,266.66
2011. may 23.,270.38
2011. may 24.,270.09
2011. may 25.,269.45
2011. may 26.,268.98
2011. may 27.,268.95
2011. may 30.,268
2011. may 31.,266.78
2011. june 1.,266.56
2011. june 2.,266.23
2011. june 3.,265.45
2011. june 6.,265.2
2011. june 7.,265.16
2011. june 8.,265.75
2011. june 9.,265.67
2011. june 10.,264.33
2011. june 14.,264.75
2011. june 15.,265.5
2011. june 16.,267.95
2011. june 17.,268.45
2011. june 20.,269.21
2011. june 21.,267.02
2011. june 22.,267.25
2011. june 23.,268.09
2011. june 24.,268.43
2011. june 27.,269.03
2011. june 28.,268.52
2011. june 29.,268.06
2011. june 30.,265.61
2011. july 1.,264.6
2011. july 4.,264.28
2011. july 5.,264.7
2011. july 6.,265.06
2011. july 7.,264.39
2011. july 8.,262.7
2011. july 11.,265.37
2011. july 12.,269.39
2011. july 13.,269.02
2011. july 14.,268.93
2011. july 15.,270.82
2011. july 18.,272.24
2011. july 19.,270.96
2011. july 20.,270.3
2011. july 21.,268.23
2011. july 22.,266.53
2011. july 25.,269.4
2011. july 26.,267.95
2011. july 27.,267.65
2011. july 28.,267.26
2011. july 29.,270.2
2011. august 1.,267.92
2011. august 2.,269.48
2011. august 3.,273.36
2011. august 4.,271.97
2011. august 5.,273.7
2011. august 8.,274.68
2011. august 9.,274.93
2011. august 10.,274.2
2011. august 11.,274.95
2011. august 12.,273.65
2011. august 15.,270.8
2011. august 16.,270.2
2011. august 17.,270.91
2011. august 18.,271.16
2011. august 19.,273.72
2011. august 22.,272.7
2011. august 23.,271.3
2011. august 24.,272.36
2011. august 25.,271.6
2011. august 26.,272.63
2011. august 29.,272.56
2011. august 30.,271.87
2011. august 31.,271.28
2011. september 1.,273.1
2011. september 2.,275.01
2011. september 5.,277.25
2011. september 6.,275.77
2011. september 7.,275.74
2011. september 8.,275.71
2011. september 9.,279.25
2011. september 12.,282.48
2011. september 13.,284.66
2011. september 14.,286.98
2011. september 15.,287.76
2011. september 16.,286.49
2011. september 19.,288.91
2011. september 20.,291.28
2011. september 21.,290.62
2011. september 22.,292.15
2011. september 23.,288.82
2011. september 26.,289.73
2011. september 27.,288.51
2011. september 28.,288.01
2011. september 29.,290.84
2011. september 30.,292.12
2011. october 3.,294.82
2011. october 4.,297.91
2011. october 5.,298.75
2011. october 6.,295.5
2011. october 7.,297.73
2011. october 10.,293.33
2011. october 11.,295.65
2011. october 12.,293.56
2011. october 13.,291.68
2011. october 14.,291.39
2011. october 17.,291.43
2011. october 18.,298.22
2011. october 19.,295.74
2011. october 20.,297.11
2011. october 21.,299.89
2011. october 24.,297.47
2011. october 25.,297.07
2011. october 26.,298.63
2011. october 27.,301.69
2011. october 28.,300.9
2011. november 2.,306.99
2011. november 3.,306.05
2011. november 4.,303.7
2011. november 7.,307.08
2011. november 8.,307.98
2011. november 9.,310.65
2011. november 10.,309.04
2011. november 11.,312.48
2011. november 14.,315.42
2011. november 15.,316.23
2011. november 16.,313.23
2011. november 17.,313.71
2011. november 18.,309.04
2011. november 21.,305.8
2011. november 22.,305.3
2011. november 23.,307.18
2011. november 24.,309.45
2011. november 25.,316.24
2011. november 28.,309.09
2011. november 29.,309.48
2011. november 30.,311.58
2011. december 1.,303.43
2011. december 2.,304.33
2011. december 5.,301.28
2011. december 6.,300.3
2011. december 7.,300.05
2011. december 8.,300.81
2011. december 9.,306.54
2011. december 12.,305.13
2011. december 13.,305.13
2011. december 14.,303.67
2011. december 15.,303.81
2011. december 16.,300.61
2011. december 19.,303.65
2011. december 20.,302.47
2011. december 21.,301.19
2011. december 22.,306.58
2011. december 23.,306.68
2011. december 27.,306.91
2011. december 28.,306.81
2011. december 29.,310.26
2011. december 30.,311.13
2012. january 2.,315.28
2012. january 3.,315.03
2012. january 4.,319.45
2012. january 5.,321.93
2012. january 6.,316.22
2012. january 9.,313.99
2012. january 10.,314.1
2012. january 11.,311
2012. january 12.,310.2
2012. january 13.,309.3
2012. january 16.,310.23
2012. january 17.,310.77
2012. january 18.,306.52
2012. january 19.,302.74
2012. january 20.,305.03
2012. january 23.,303.61
2012. january 24.,301.3
2012. january 25.,298.6
2012. january 26.,294.03
2012. january 27.,294.2
2012. january 30.,295.75
2012. january 31.,293.7
2012. february 1.,293.58
2012. february 2.,292.59
2012. february 3.,291.25
2012. february 6.,293.01
2012. february 7.,291.71
2012. february 8.,289.3
2012. february 9.,290.92
2012. february 10.,292.43
2012. february 13.,291.15
2012. february 14.,291.35
2012. february 15.,290.02
2012. february 16.,293.8
2012. february 17.,290.13
2012. february 20.,288.25
2012. february 21.,286.72
2012. february 22.,287.16
2012. february 23.,288.17
2012. february 24.,288.74
2012. february 27.,292.2
2012. february 28.,290.38
2012. february 29.,289.88
2012. march 1.,287.8
2012. march 2.,287.72
2012. march 5.,291.83
2012. march 6.,294.07
2012. march 7.,294.4
2012. march 8.,293.3
2012. march 9.,293.93
2012. march 12.,292.58
2012. march 13.,293.71
2012. march 14.,291.72
2012. march 19.,290.2
2012. march 20.,290.39
2012. march 21.,290.23
2012. march 22.,293.68
2012. march 23.,293.5
2012. march 26.,293.14
2012. march 27.,290.6
2012. march 28.,292.16
2012. march 29.,293.04
2012. march 30.,295.6
2012. april 2.,293.81
2012. april 3.,294.3
2012. april 4.,295.03
2012. april 5.,296.42
2012. april 6.,295.47
2012. april 10.,296.17
2012. april 11.,299.21
2012. april 12.,297.33
2012. april 13.,297.39
2012. april 16.,298.99
2012. april 17.,297.89
2012. april 18.,297.13
2012. april 19.,297.69
2012. april 20.,296.67
2012. april 23.,298.67
2012. april 24.,298.45
2012. april 25.,292.15
2012. april 26.,287.35
2012. april 27.,287.63
2012. may 2.,284.11
2012. may 3.,283.73
2012. may 4.,284.95
2012. may 7.,286.8
2012. may 8.,287.22
2012. may 9.,288.25
2012. may 10.,289.68
2012. may 11.,289.36
2012. may 14.,292.37
2012. may 15.,292.35
2012. may 16.,295.81
2012. may 17.,296.15
2012. may 18.,298.9
2012. may 21.,297.36
2012. may 22.,296.51
2012. may 23.,302.06
2012. may 24.,300.68
2012. may 25.,299.6
2012. may 29.,298.93
2012. may 30.,298.86
2012. may 31.,300.37
2012. june 1.,304.11
2012. june 4.,304.48
2012. june 5.,303.1
2012. june 6.,299.87
2012. june 7.,297.45
2012. june 8.,297.91
2012. june 11.,295.02
2012. june 12.,296.95
2012. june 13.,297.02
2012. june 14.,297.35
2012. june 15.,295.85
2012. june 18.,292.53
2012. june 19.,289.62
2012. june 20.,287.67
2012. june 21.,285.17
2012. june 22.,287.33
2012. june 25.,287.55
2012. june 26.,286.85
2012. june 27.,286.08
2012. june 28.,287.84
2012. june 29.,288.22
2012. july 2.,285.69
2012. july 3.,284.82
2012. july 4.,285.03
2012. july 5.,286.95
2012. july 6.,286.5
2012. july 9.,289.35
2012. july 10.,287.23
2012. july 11.,287.67
2012. july 12.,289.19
2012. july 13.,290.02
2012. july 16.,288.79
2012. july 17.,287.55
2012. july 18.,285.9
2012. july 19.,284.6
2012. july 20.,284.76
2012. july 23.,287.84
2012. july 24.,287.82
2012. july 25.,289.28
2012. july 26.,287.53
2012. july 27.,284.44
2012. july 30.,281.57
2012. july 31.,278.73
2012. august 1.,280.44
2012. august 2.,280.65
2012. august 3.,278.7
2012. august 6.,276.7
2012. august 7.,277.06
2012. august 8.,277.95
2012. august 9.,277.21
2012. august 10.,278.05
2012. august 13.,278.72
2012. august 14.,279.01
2012. august 15.,279.05
2012. august 16.,278.43
2012. august 17.,278.25
2012. august 21.,276.07
2012. august 22.,276.58
2012. august 23.,276.45
2012. august 24.,278.23
2012. august 27.,277.55
2012. august 28.,278.28
2012. august 29.,282.78
2012. august 30.,284.58
2012. august 31.,283.52
2012. september 3.,285.12
2012. september 4.,284.15
2012. september 5.,285.15
2012. september 6.,284.21
2012. september 7.,287.79
2012. september 10.,285.03
2012. september 11.,284.57
2012. september 12.,281.9
2012. september 13.,284.02
2012. september 14.,281.44
2012. september 17.,282.8
2012. september 18.,284.27
2012. september 19.,283.65
2012. september 20.,284.29
2012. september 21.,281.94
2012. september 24.,283.52
2012. september 25.,283.2
2012. september 26.,285.36
2012. september 27.,285.22
2012. september 28.,283.71
2012. october 1.,284.86
2012. october 2.,285.85
2012. october 3.,286.02
2012. october 4.,285.97
2012. october 5.,282.75
2012. october 8.,284.21
2012. october 9.,283.82
2012. october 10.,282.81
2012. october 11.,282.53
2012. october 12.,281.29
2012. october 15.,278.99
2012. october 16.,278.42
2012. october 17.,279.25
2012. october 18.,276.95
2012. october 19.,278.88
2012. october 24.,281.13
2012. october 25.,279.48
2012. october 26.,281.97
2012. october 29.,283.04
2012. october 30.,284.58
2012. october 31.,283.55
2012. november 5.,282.13
2012. november 6.,282.61
2012. november 7.,281.42
2012. november 8.,284.2
2012. november 9.,283.9
2012. november 12.,283.44
2012. november 13.,284.74
2012. november 14.,284.91
2012. november 15.,285.46
2012. november 16.,284.58
2012. november 19.,284.13
2012. november 20.,281.81
2012. november 21.,281.17
2012. november 22.,279.42
2012. november 23.,280.29
2012. november 26.,282.04
2012. november 27.,281.51
2012. november 28.,281.17
2012. november 29.,279.13
2012. november 30.,280.35
2012. december 3.,281.55
2012. december 4.,281.87
2012. december 5.,282.77
2012. december 6.,282.88
2012. december 7.,283.3
2012. december 10.,283.6
2012. december 11.,282.48
2012. december 12.,282.56
2012. december 13.,283.4
2012. december 14.,283.79
2012. december 17.,284.3
2012. december 18.,288.12
2012. december 19.,287.5
2012. december 20.,286.1
2012. december 21.,286.6
2012. december 27.,293.44
2012. december 28.,291.29
2013. january 2.,292.96
2013. january 3.,291.21
2013. january 4.,290.96
2013. january 7.,291.05
2013. january 8.,292.49
2013. january 9.,291.55
2013. january 10.,289.78
2013. january 11.,295.37
2013. january 14.,297.43
2013. january 15.,293.75
2013. january 16.,295.22
2013. january 17.,292.23
2013. january 18.,292.79
2013. january 21.,292.66
2013. january 22.,293.55
2013. january 23.,294.19
2013. january 24.,294.91
2013. january 25.,297.34
2013. january 28.,297.11
2013. january 29.,297.42
2013. january 30.,295.1
2013. january 31.,292.4
2013. february 1.,292.36
2013. february 4.,292.27
2013. february 5.,292.68
2013. february 6.,293.72
2013. february 7.,294.11
2013. february 8.,292.49
2013. february 11.,291.16
2013. february 12.,291.91
2013. february 13.,289.96
2013. february 14.,292.39
2013. february 15.,292.13
2013. february 18.,291.86
2013. february 19.,290.85
2013. february 20.,290.76
2013. february 21.,292.65
2013. february 22.,292.81
2013. february 25.,294.17
2013. february 26.,293.77
2013. february 27.,296.25
2013. february 28.,296.25
2013. march 1.,295.11
2013. march 4.,296.72
2013. march 5.,298.31
2013. march 6.,299.67
2013. march 7.,299.18
2013. march 8.,298.3
2013. march 11.,302.41
2013. march 12.,305.17
2013. march 13.,307.3
2013. march 14.,305.52
2013. march 18.,307.56
2013. march 19.,305.4
2013. march 20.,304.1
2013. march 21.,305.03
2013. march 22.,307.85
2013. march 25.,305.7
2013. march 26.,305.94
2013. march 27.,303.95
2013. march 28.,304.61
2013. march 29.,304.3
2013. april 2.,302.51
2013. april 3.,300.9
2013. april 4.,302.49
2013. april 5.,300.78
2013. april 8.,297.28
2013. april 9.,296.95
2013. april 10.,296.62
2013. april 11.,296.7
2013. april 12.,296.41
2013. april 15.,295
2013. april 16.,295.25
2013. april 17.,293.95
2013. april 18.,297.23
2013. april 19.,298.89
2013. april 22.,298.82
2013. april 23.,300.64
2013. april 24.,299.59
2013. april 25.,301.65
2013. april 26.,301.39
2013. april 29.,301.05
2013. april 30.,300.03
2013. may 2.,297.9
2013. may 3.,295.83
2013. may 6.,296.1
2013. may 7.,297.27
2013. may 8.,294.01
2013. may 9.,293.07
2013. may 10.,292.74
2013. may 13.,293.74
2013. may 14.,295.51
2013. may 15.,291.94
2013. may 16.,291.5
2013. may 17.,291.78
2013. may 21.,290.39
2013. may 22.,289.03
2013. may 23.,292.08
2013. may 24.,290.33
2013. may 27.,289.11
2013. may 28.,289.09
2013. may 29.,288.15
2013. may 30.,289.38
2013. may 31.,296.63
2013. june 3.,296.02
2013. june 4.,292.92
2013. june 5.,293.65
2013. june 6.,296.71
2013. june 7.,296.81
2013. june 10.,297.1
2013. june 11.,300.22
2013. june 12.,297.15
2013. june 13.,295.83
2013. june 14.,291.37
2013. june 17.,291.07
2013. june 18.,291.34
2013. june 19.,294
2013. june 20.,298.94
2013. june 21.,298.66
2013. june 24.,300.33
2013. june 25.,296.43
2013. june 26.,297.42
2013. june 27.,295.51
2013. june 28.,295.16
2013. july 1.,294.43
2013. july 2.,293.8
2013. july 3.,294.65
2013. july 4.,295
2013. july 5.,294.47
2013. july 8.,295.08
2013. july 9.,293.83
2013. july 10.,293.32
2013. july 11.,293.34
2013. july 12.,292.38
2013. july 15.,291.55
2013. july 16.,292.46
2013. july 17.,293.51
2013. july 18.,294.3
2013. july 19.,295.21
2013. july 22.,294.54
2013. july 23.,294.95
2013. july 24.,296.9
2013. july 25.,296.45
2013. july 26.,296.58
2013. july 29.,297.75
2013. july 30.,299.29
2013. july 31.,300.05
2013. august 1.,299.54
2013. august 2.,300.54
2013. august 5.,298.68
2013. august 6.,298.93
2013. august 7.,299.76
2013. august 8.,299.13
2013. august 9.,297.75
2013. august 12.,297.46
2013. august 13.,298.8
2013. august 14.,299.05
2013. august 15.,298.96
2013. august 16.,299.31
2013. august 21.,300.14
2013. august 22.,300.12
2013. august 23.,298.3
2013. august 26.,298.4
2013. august 27.,299.74
2013. august 28.,301.39
2013. august 29.,300.6
2013. august 30.,300.56
2013. september 2.,299.91
2013. september 3.,301.07
2013. september 4.,301.33
2013. september 5.,301.59
2013. september 6.,301.26
2013. september 9.,300.55
2013. september 10.,299.75
2013. september 11.,299.03
2013. september 12.,301.17
2013. september 13.,300.8
2013. september 16.,299.14
2013. september 17.,299.24
2013. september 18.,298.04
2013. september 19.,296.05
2013. september 20.,298.4
2013. september 23.,298.38
2013. september 24.,299.28
2013. september 25.,300.08
2013. september 26.,299.75
2013. september 27.,299.9
2013. september 30.,298.48
2013. october 1.,296.27
2013. october 2.,297.02
2013. october 3.,296.04
2013. october 4.,296.9
2013. october 7.,296.84
2013. october 8.,295.43
2013. october 9.,296.11
2013. october 10.,295.96
2013. october 11.,294.68
2013. october 14.,295.37
2013. october 15.,295.66
2013. october 16.,296.2
2013. october 17.,295.74
2013. october 18.,294.4
2013. october 21.,293.75
2013. october 22.,294.22
2013. october 24.,293.34
2013. october 25.,292.75
2013. october 28.,292.27
2013. october 29.,292.75
2013. october 30.,293.85
2013. october 31.,294.5
2013. november 4.,296
2013. november 5.,296.18
2013. november 6.,296.76
2013. november 7.,296.26
2013. november 8.,296.23
2013. november 11.,297.06
2013. november 12.,298.74
2013. november 13.,299.13
2013. november 14.,298.07
2013. november 15.,298.38
2013. november 18.,297.19
2013. november 19.,296.92
2013. november 20.,297.15
2013. november 21.,297.61
2013. november 22.,298.2
2013. november 25.,298.68
2013. november 26.,298.48
2013. november 27.,298.86
2013. november 28.,299.45
2013. november 29.,300.94
2013. december 2.,302.44
2013. december 3.,302.8
2013. december 4.,302.05
2013. december 5.,302.16
2013. december 6.,302.13
2013. december 9.,301
2013. december 10.,301.01
2013. december 11.,301.66
2013. december 12.,303.41
2013. december 13.,303.24
2013. december 16.,301.37
2013. december 17.,298.3
2013. december 18.,298.72
2013. december 19.,298.69
2013. december 20.,298.47
2013. december 23.,298.55
2013. december 30.,297.32
2013. december 31.,296.91
2014. january 2.,297.79
2014. january 3.,298.5
2014. january 6.,299.53
